ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
340578,Dum Dum,Kolkata,Gita Ranis Suswadu Hesel,200.0,2.8,20,Indian,Dumdum,84.0
340595,Ejipura,Bangalore,Lucky Fast Food,,2.9,80,Indian,Koramangala,59.0
340655,Shakurpur,Delhi,Ali- Karim'S Food,300.0,2.8,20,"Indian,Mughlai",Nsp,59.0
340703,Tollygunge,Kolkata,Angie'S Cafe,750.0,,80,Beverages  Italian,Jadavpur,93.0
340723,Dum Dum,Kolkata,Mou Delicious Kitchen,150.0,4.0,100,"Indian,Chinese,Bengali,North Indian,Fast Food,Snacks",Dumdum,90.0
341010,Kurla,Mumbai,The King Cakes & Crunchies,200.0,2.9,80,"Desserts,Bakery,Beverages,Fast Food",Kurla,37.0
341023,Nandanam,Chennai,The Butterfly Effect Cafe,700.0,2.9,80,"Chinese,Beverages,Bakery",T Nagar,80.0
341134,Humayun Nagar,Hyderabad,Juice Box,,2.9,80,"Beverages,Snacks",Mehdipatnam,54.0
341190,Chembur,Mumbai,Vannakkam Pure Veg,300.0,3.8,50,"South Indian,North Indian",Chembur,46.0
341193,Wanowrie,Pune,Chicken Xperience By Venky'S,300.0,2.9,80,"Continental,Beverages,Snacks",Wanowrie,60.0
341240,Park Street Area,Kolkata,La Pino'Z Pizza,300.0,4.1,1000,Pizzas,Central Kolkata,47.0
341347,Mehdipatnam,Hyderabad,Hottie And Spicy Chat And Juices,200.0,4.4,20,,Tolichowki,55.0
341393,Taltala,Kolkata,Ebowl,,4.3,100,"Indian,Chinese,Biryani,Combo,Beverages",Central Kolkata,45.0
341437,Banjara Hills,Hyderabad,Onesta,200.0,,1000,"Italian,Desserts,Pizzas,American,Snacks",Anr Center Banjara Hills,58.0
341438,Egmore,Chennai,Babal Da Punjabi Dabha,500.0,1.5262637061158433,1000,"North Indian,Punjabi,Indian,Thalis,Kebabs",Purasawalkam,37.0
341495,Anna Nagar,Chennai,Tiktalk Cafe,250.0,4.1,20,Indian,Annanagar,71.0
341500,Chembur,Mumbai,99 Pancakes,300.0,,100,Desserts  Beverages,Chembur,46.0
341598,Anand Nagar,Pune,The Little Punjab,400.0,,100,"North Indian,Chinese,Biryani,Tandoor,Kebabs,Snacks,Desserts,Beverages",Sinhgad Road,71.0
341614,Tondiarpet,Delhii,Dikshan Food Corner,350.0,2.9,80,"South Indian,Chinese",Royapuram,77.0
341616,Ameerpet,Hyderabad,Fruit Bite Natural Juices & Salads.,200.0,4.4,500,Juices,Ameerpet,63.0
341620,Nehrunagar,Ahmedabad,Paltan'S By The Tiffinwales,,2.9,80,"Indian,Combo",Vastrapur Area,49.0
341762,Perambur,Chennai,The Crunchy Club,150.0,2.9,80,Fast Food,Perambur,64.0
341841,Jayanagar,Bangalore,Baha Smoothies & Shakes,200.0,4.0,50,"Healthy Food,Juices,Beverages,Snacks,Desserts",Rashtriya Vidyalaya Rd,52.0
341869,Bidhannagar,Kolkata,Sambhar Chutney,300.0,4.4,20,"South Indian,Beverages",Salt Lake,71.0
342007,Rohini,Delhi,Biryani Chowk,250.0,2.9,80,"Chinese,Indian",Rohini,46.0
342021,Khar East,Mumbai,Red Box Chinese,400.0,3.6,20,Chinese,Scruz Bandra East,57.0
342047,Chembur,Mumbai,Ayans House Of Kebab,400.0,4.1,50,"Chinese,Indian",Chembur,44.0
342064,Basheer Bagh,Hyderabad,The Tea Tree,100.0,2.9,80,,Himayath Nagar,
342124,Andheri East,Mumbai,Itc Hotels- Nutmeg The Cake Shop,1000.0,2.9,80,Desserts,Powai Area,63.0
342204,Chanakyapuri,Hyderabad,Meghana Tiffin Center,50.0,4.3,500,South Indian,Kothapet & Dilsukhnagar,64.0
342331,Dhankawadi,Pune,The Pizza Hub,400.0,2.9,80,"Italian,Fast Food,Beverages",Near Harivittal Apartment,74.0
342335,Ghatkopar West,Mumbai,Gina'S Cakes,300.0,2.9,80,"Desserts,Bakery",Ghatkopar Vikhroli,57.0
342346,Maninagar,Ahmedabad,Dil Se Punjab,200.0,2.9,80,"Thalis,Indian",Maninagar,37.0
342454,Chembur,Mumbai,7Th Heaven,400.0,2.9,80,Bakery  Desserts,Chembur,51.0
342542,Topsia,Kolkata,Cafe Offbeat - Up There,1500.0,2.9,80,"Asian,Continental,North Indian,Thai",Ruby Area,80.0
342558,Rohini,Delhi,Turban Coffee,500.0,,80,"Italian,Fast Food,Snacks,Beverages",Rohini,40.0
342569,Nungambakkam,Chennai,Mex It Up,500.0,4.1,20,,Nungambakkam,72.0
342570,Ghatkopar West,Mumbai,A-1 Chinese Corner,250.0,,80,Chinese  Continental  Fast Food  Desserts,Ghatkopar Vikhroli,55.0
342613,Ballygunge,Kolkata,Etsetmix By Hanglaatherium,350.0,4.4,100,"Chinese,Indian",South Kolkata,72.0
342640,Kothrud,Pune,Madurai Idly Shop,150.0,4.2,1000,"South Indian,Chinese",Kothrud,57.0
342643,Ashok Nagar,Bangalore,The Pizza Bakery,700.0,,500,"Italian,Pizzas,Pastas,Desserts",Central Bangalore,36.0
342848,Maninagar,Ahmedabad,Toast And Grill By Choice,300.0,2.9,80,Fast Food,Maninagar,
342904,Lake Town,Kolkata,Mini Royal,400.0,2.9,80,"Indian,Chinese,Biryani,Snacks",Salt Lake,73.0
342907,New Alipore,Kolkata,Sandwich Aur Waffle Co,200.0,4.3,50,"Snacks,Fast Food,Waffle,Desserts,Ice Cream,Pastas,Combo,Beverages",Alipore,90.0
342931,Chembur,Mumbai,Khanpan,400.0,,80,"Indian,Chinese,Tandoor",Chembur,47.0
343049,Ellisbridge,Ahmedabad,Yo Frankie,200.0,4.1,100,"Fast Food,Beverages,Chinese",C G Road,33.0
343071,Anna Nagar,Chennai,6 Flavours,300.0,3.5,20,"North Indian,Chinese,Tandoor,Grill,Barbecue",Annanagar,73.0
343140,Park Street Area,Kolkata,Moti Mahal Delux,700.0,4.3,100,"Indian,Seafood,Chinese,North Indian,Bengali",Central Kolkata,54.0
343220,Purasaiwakkam,Chennai,Royal Sandwich,200.0,4.0,20,Fast Food,Purasawalkam,34.0
343231,Bidhannagar,Kolkata,Galawat,200.0,4.3,100,"Biryani,Kebabs,Lucknowi,North Indian",Salt Lake,67.0
343304,Huda Complex,Hyderabad,Burger Hubs,,,80,"Desserts,Beverages",Kothapet & Dilsukhnagar,62.0
343432,Sector 16 Rohini,Delhi,Chinese Veg Crunch,,4.0,100,"Chinese,Fast Food",Rohini,49.0
343667,Egmore,Chennai,Burmese Tea House,200.0,3.9,100,"Snacks,Chinese",Egmore,37.0
343688,Bidhannagar,Kolkata,Mishra'S,300.0,,20,"North Indian,Bengali,Tandoor",Salt Lake,63.0
343696,Nanpura,Surat,Chhaswala,100.0,4.3,20,"Beverages,Desserts",Athugarstreetnanpura,
343748,Bidhannagar,Kolkata,Humpty Dumplings,600.0,4.0,100,"Chinese,Asian,Oriental,Healthy Food,Tibetan,Thai,Seafood",Salt Lake,
343783,Powai,Mumbai,Dhekurr,250.0,3.5,50,"Bengali,Mughlai",Powai,51.0
343908,Rohini,Delhi,Al Karim S Foods,200.0,3.9,50,Indian,Rohini,44.0
343941,Rohini,Delhi,Chicken Bites,400.0,2.9,80,"Indian,Tandoor,Kebabs",Rohini,53.0
343978,Jayanagar,Bangalore,Eat O Clock,200.0,2.9,80,"Chaat,Snacks,Street Food,North Indian,South Indian",Rashtriya Vidyalaya Rd,50.0
344329,Dhankawadi,Pune,The Biryani House,,3.2,20,"Indian,Biryani",Dhankawadi,72.0
344565,Kasba,Kolkata,Homemade Kitchen Items,300.0,2.9,80,"Biryani,Indian,Continental,Fast Food",Ruby Area,78.0
344853,Koramangala,Bangalore,Btc (Bathinda Thali Company),300.0,2.9,80,,Koramangala,58.0
345023,Ghatkopar East,Mumbai,Birdy'S,400.0,4.0,50,"Desserts,Pastas",Tilak Road,41.0
345070,Jadavpur,Kolkata,Second Wife Restro,,2.9,80,"Indian,Chinese,Combo",Jadavpur,86.0
345097,Shivaji Nagar,Bangalore,Santhanam Sweets,200.0,4.3,100,Sweets,Central Bangalore,36.0
345144,George Town,Chennai,Cream And Fudge,200.0,2.9,80,Indian,George Town,49.0
345184,Perambur,Chennai,The Rameez Home Kitchen,,2.7,20,"Italian,Snacks",Perambur,70.0
345212,Sector 3 Rohini,Delhi,Pikwik Bakers,600.0,3.5,100,"Desserts,Bakery",Rohini,35.0
345475,Powai,Mumbai,Fresh Needs,80.0,2.9,80,Indian,Powai,52.0
345491,Himayath Nagar,Hyderabad,Big Bowl,250.0,3.7,50,Chinese,Himayath Nagar,38.0
345501,Gurukul,Ahmedabad,Food Adda,399.0,2.9,80,,Opp. Galaxy Bazaar,55.0
345547,Sector 16 Rohini,Delhi,Food Of Dreams,300.0,4.0,100,"North Indian,Chinese",Rohini,51.0
345726,Koramangala,Bangalore,Chinese Kitchen,300.0,4.1,500,"Chinese,Indian",Koramangala,65.0
345833,Malleshwaram,Bangalore,Indotalian I I Cafe,300.0,2.9,80,"Italian,Fast Food,Snacks,Beverages,Ice Cream,Desserts",Malleshwaram,56.0
345838,Entally,Kolkata,The Tasty Bites @99,99.0,4.1,20,,Central Kolkata,54.0
345886,Chembur,Mumbai,Noto - Healthy Ice Cream,190.0,4.5,100,Ice Cream,Chembur,44.0
346006,Mylapore,Chennai,Bayleaf Otg,,4.5,50,"North Indian,Bengali,Biryani",Alwarpet,65.0
346034,Navrangpura,Ahmedabad,Iceberg Organic Icecreams,180.0,3.2,20,Ice Cream,Navrangpura,
346051,Thousand Lights,Chennai,Trattoria By Toscano,800.0,4.4,500,"Italian,Pizzas,Pastas,Continental,Salads,Desserts,Beverages,Combo",Nungambakkam,51.0
346056,Bhowanipore,Kolkata,Cha Bar Allenby,300.0,2.9,80,,Central Kolkata,67.0
346066,Navrangpura,Ahmedabad,Starbucks Coffee,400.0,4.2,100,"Beverages,Bakery",Manox Maxx,
346067,Cox Town,Bangalore,Itc Master Chef Creations,650.0,4.4,500,"North Indian,Indian,Punjabi,Biryani,Chaat,Kebabs,Tandoor,Mughlai,Combo,Desserts",Gate 4 Jeevanahalli Main Rd,64.0
346076,Kasba,Kolkata,Fast And Foodicious,500.0,2.9,80,$$$,Ruby Area,80.0
346080,Andheri East,Mumbai,Flame Game,,4.4,50,Asian  Chinese  Seafood,Marol Sakinaka,57.0
346088,Sion,Mumbai,Food Garage,350.0,2.9,80,Continental  Chinese,Kurla,59.0
346104,Athwa,Surat,Shree Bhakti Dhokla & Spices,200.0,,20,"Chinese,North Indian,Thalis,Punjabi",Athwa,29.0
346118,Kodungaiyur,Chennai,Arasan Bakery & Ice Cream,100.0,4.5,20,,Perambur,65.0
346195,Topsia,Kolkata,Abdullah 16,,4.2,100,,Tangra,65.0
346224,Rohini,Delhi,Zaikedaar Biryani,250.0,2.9,80,"Fast Food,North Indian",Rohini,45.0
346225,Rohini,Delhi,Backstreet Cafe,300.0,4.0,20,"Chinese,Fast Food,Pizzas,Snacks",Rohini,50.0
346248,Sion,Mumbai,Nita Tandoor Shawarma,,3.8,20,Fast Food  Snacks,Matunga Wadala,51.0
346273,Santacruz East,Mumbai,Maroosh ( Shawarmatikkabiryani & More),200.0,3.7,100,"North Indian,Lebanese,Biryani",Scruz Bandra East,39.0
346275,Rohini - Sector 16,Delhi,Mims Roll N Biryani,200.0,2.9,80,Indian,Gtb Nagar,53.0
346301,Baranagar,Kolkata,Kalpanas Kitchen,400.0,4.2,50,"Indian,Chinese,Combo",North Dumdum,77.0
346307,South Dumdum,Kolkata,Haji Taj Biriyani,250.0,2.9,80,"Biryani,Combo",Chinar Park,90.0
346423,Warje,Pune,Sattar Buksh Biryani And More,400.0,2.9,80,"Indian,Fast Food",Warje,80.0
346425,Warje,Pune,Uncle Chin'S,400.0,2.9,80,"Fast Food,Indian",Warje,73.0
346431,Warje,Pune,Baba G'S Momos,400.0,2.9,80,,Warje,77.0
346473,Rajouri Garden,Delhi,Burgerama,600.0,4.3,500,"American,Fast Food,Snacks,Beverages,Italian-American",Rajouri Garden,70.0
346560,Baner,Pune,Prawn Hub,,3.8,20,"Seafood,Biryani",Baner,70.0
346588,Tiruvalleeswarar Nagar,Chennai,Sangeetha Veg (Vr Mall),200.0,4.2,20,Indian,Mogappair,82.0
346778,Rohini,Delhi,Biryani Hi Biryani,250.0,2.9,80,Indian,Rohini,44.0
346858,Chembur,Mumbai,Velvette Patisserie,350.0,4.1,20,Indian  Continental  Snacks  Sweets,Chembur,49.0
346879,Kalina,Mumbai,Cafe Sultan,300.0,2.9,80,,Scruz Bandra East,38.0
346880,Asalpha,Mumbai,Deep Punjab Dhaba,500.0,2.9,80,North Indian  Tandoor  Punjabi  Seafood,Marol Sakinaka,43.0
346921,Pitam Pura,Delhi,Roll City,,2.9,80,,Nsp,56.0
346992,Erandwane,Pune,Cafe Central Perk,300.0,2.9,80,"Cafe,Italian,American",Kothrud,53.0
347069,Kothrud,Pune,Fried Chicken Destination,200.0,4.2,500,"Fast Food,American,Snacks",Kothrud,58.0
347256,Ashok Nagar,Bangalore,Toscano'S Crafted Cakes And Desserts,600.0,4.5,20,"Desserts,Bakery",Central Bangalore,34.0
347273,Kuber Nagar,Ahmedabad,Cake & Bake,200.0,3.7,20,Bakery,Naroda,84.0
347288,Pitam Pura,Delhi,K3 Kurry Ka King,300.0,4.0,50,"Chinese,Continental,Mughlai",Nsp,
347372,Kalighat,Kolkata,Deja Bowl,,4.0,100,"North Indian,Chinese,Biryani,Punjabi,Combo,Desserts,Indian",South Kolkata,63.0
347479,Rohini,Delhi,Happy Hours(Hr),300.0,2.9,80,Combo,Rohini,54.0
347487,Kalighat,Kolkata,Rang De Basanti Dhaba,,4.3,500,"North Indian,Kebabs,Biryani,Snacks,Combo,Punjabi,Desserts,Tandoor,Indian",South Kolkata,64.0
347493,Sector 7 Rohini,Delhi,Hudson Chopsticks,300.0,4.2,1000,"Chinese,Thai,Pan-Asian,Oriental",Rohini,44.0
347502,Basavanagudi,Bangalore,Manwar Energy Addaa,350.0,2.9,80,Indian,Basavanagudi,59.0
347748,Huda Complex,Hyderabad,Zaika Bites,300.0,2.9,80,Indian,Kothapet & Dilsukhnagar,57.0
347806,Powai,Mumbai,The Tangled Noodles,200.0,4.3,100,Chinese  Thai  Asian  Oriental,Chandivali  Andheri East,53.0
347875,Kalighat,Kolkata,Curry & Crust- Tandoori Pizza,250.0,2.9,80,"Pizzas,Tandoor,Fast Food,Indian",South Kolkata,76.0
347909,Abids,Hyderabad,Gullu Dada'S Biryani,500.0,3.8,50,"Biryani,Hyderabadi,Desserts",Somajiguda & Khairtabad,27.0
348285,Gunrock Enclave,Hyderabad,Maharaja Dosa,200.0,3.6,20,,Kharkhana & Trimulgherry,65.0
348290,University Area,Ahmedabad,The Poutinerie,200.0,2.9,80,"Indian,North Indian",Navrangpura,34.0
348304,Andheri East,Mumbai,Clever Chinese,200.0,4.1,50,"Indian,Chinese",Andheri East,53.0
348324,Kodihalli,Bangalore,Andhra Home Biriyani,250.0,2.9,80,Biryani,Indiranagar,70.0
348395,Rohini,Delhi,The Burger Bistro,200.0,2.9,80,"American,Fast Food,Beverages",Rohini,52.0
348417,Sector 3 Rohini,Delhi,Variation (Rohini),350.0,4.1,100,"Chinese,Beverages,Fast Food",Rohini,31.0
348443,Swargate,Pune,The Momo Co.,250.0,,80,,Swargate,51.0
348460,Aundh,Pune,99 Pancakes,300.0,2.9,80,"Beverages,Desserts",Aundh,62.0
348461,Anna Nagar,Chennai,Collage By Toscano,600.0,4.2,100,"Italian,Indian,Asian,Pizzas,Pastas,Salads,Desserts",Jawaharlal Nehru Road,82.0
348517,Sadashiv Peth,Pune,Abhis Corner By Samarth Foods,,2.9,80,"Fast Food,Italian,Chinese",Swargate,38.0
348518,Perambur,Chennai,A M Biryani,350.0,3.7,20,"Biryani,Chinese,Fast Food,Snacks",Perambur,72.0
348533,Andheri East,Mumbai,Caravan Serai,1000.0,2.9,80,Indian  Fast Food,Andheri East,63.0
348534,Sangvi,Pune,Izletes Pizza,250.0,2.9,80,"Pizzas,Fast Food,Italian-American,Italian",New Sangvi,70.0
348560,Perambur,Chennai,Donut Hubb,300.0,2.9,80,"Fast Food,Beverages",Ayanavaram,
348635,Mylapore,Chennai,Devakottai Chettinad,300.0,1.659494783923959,50,"Biryani,North Indian,Chinese,Snacks,Fast Food",Mylapore,56.0
348662,Narayanguda,Hyderabad,Cakezone,200.0,4.0,1000,"Desserts,Bakery,Sweets,Ice Cream,Beverages,Juices,Bengali",Himayath Nagar,30.0
348725,Pitam Pura,Delhi,Chinese By Nature,100.0,3.2,50,"Chinese,Indian",Nsp,53.0
348745,Kothrud,Pune,Wraps Rolls & Bowls,250.0,3.8,50,,Shivaji Nagar,51.0
348843,Deccan Gymkhana,Pune,The Brothers Shawarma Cafe,200.0,3.4,20,Fast Food,Shivaji Nagar,37.0
348887,Swargate,Pune,Big Bowl Company,300.0,3.7,20,"North Indian,Chinese,Biryani,Fast Food",Swargate,49.0
349282,Kurla West,Mumbai,A1 Darbar,200.0,4.3,50,Indian,Kurla,31.0
349432,Chembur,Mumbai,Bites N Grill,300.0,4.0,50,Pizzas  Pastas  Beverages  Snacks,Chembur,49.0
349486,Bandra East,Mumbai,Wraps Rolls & Bowls,250.0,4.1,100,"North Indian,Chinese,Fast Food,Desserts",Scruz Bandra East,35.0
349522,Perambur,Chennai,Chennai Classic Cakes,250.0,4.6,20,"Bakery,Continental,Pizzas",Perambur,58.0
349545,Koramangala,Bangalore,Dock Frost'D -Ice Cream & Milkshakes,250.0,4.4,500,"Desserts,Ice Cream,Beverages",Btm,54.0
349722,Nagarathpete,Bangalore,Atithi Satkaar,,2.9,80,Indian,Majestic,46.0
349731,Aundh,Pune,Cafestarboy,,4.0,20,"Chinese,Indian",Aundh,68.0
349735,Ballygunge,Kolkata,Bianco,900.0,4.4,50,Continental,South Kolkata,71.0
349757,Dahin Nagar,Surat,Brown Burger Co.,300.0,3.941182786035868,80,$$$,Adajan,66.0
349801,Tagore Garden Extension,Delhi,Sardar Ji Family Restaurant (Raja Garden),300.0,4.2,100,"Punjabi,Chinese,North Indian,Beverages,Tandoor,Kebabs,Indian,Fast Food",Rajouri Garden,73.0
349811,Jayanagar,Bangalore,Uff (Urban Food Factory),300.0,3.9,20,"Indian,Seafood,Chinese,Snacks",Jayanagar,49.0
349843,Kalighat,Kolkata,New Maharaj,200.0,4.8,20,Indian  Fast Food  Beverages  Combo  Chinese,South Kolkata,73.0
349963,Uppal,Hyderabad,Kailas Food Centre,99.0,2.9,80,South Indian,Uppal,69.0
349967,Rohini,Delhi,Hot & Spicy Restaurant,300.0,2.9,80,"Chinese,Indian,Tandoor",Rohini,49.0
350064,Vasanth Nagar,Bangalore,Chinese Hot,350.0,4.4,100,"Chinese,Thai,North Indian",Opp Shell Petrol Pump Millers Road,48.0
350065,Pulikeshi Nagar,Bangalore,The Paan Studio,300.0,4.2,50,Paan,Buddha Vihar Road,48.0
350067,Chudi Bazaar,Hyderabad,Pranav Dhaba,200.0,4.1,20,"Indian,Chinese",Begum Bazar,42.0
350104,Athwa,Surat,Cake Eggless,200.0,2.9,80,Bakery,Piplod,52.0
350109,Banjara Hills,Hyderabad,House Of Desserts,300.0,3.9,20,Desserts,Banjara Hills,61.0
350185,Bodakdev,Ahmedabad,The Roast,300.0,3.9,100,$$$,Vastrapur,47.0
350378,Koregoan Park,Pune,Dal Baati & Co.,500.0,2.9,80,"Thalis,North Indian,Indian",Dhole Patil Road,68.0
350429,Himayat Nagar,Hyderabad,Shrodinger'S Pizza,350.0,2.9,80,Pizzas,Himayat Nagar,34.0
350524,Bandra East,Mumbai,Uttar Da Puttar,500.0,3.3,20,"North Indian,Indian,Punjabi,Biryani",Scruz Bandra East,45.0
350532,Anna Nagar,Chennai,Virudhunagar Poricha Parotta,300.0,3.8,100,"Biryani,Beverages,Indian",Annanagar,67.0
350537,Rohini,Delhi,Hyderabadi Biryani Zaika,250.0,2.9,80,"Biryani,Indian",Rohini,44.0
350618,Park Street Area,Kolkata,The Curry Leaf,300.0,4.7,50,South Indian,Central Kolkata,48.0
350672,Vasanth Nagar,Bangalore,Paivihar,300.0,2.9,80,"Chinese,Indian",Central Bangalore,38.0
350705,Wanwadi,Pune,Krushna Pure Veg,400.0,4.3,1000,"South Indian,Indian,Chinese",Wanowrie,60.0
350735,Himayatnagar,Hyderabad,Farmbowl By Urbankisaan,300.0,4.2,500,"Healthy Food,Salads",Himayath Nagar,27.0
350943,Khairtabad,Hyderabad,Shree Venkateshwara Coffee Shop,200.0,4.2,20,"North Indian,Snacks,Beverages",Banjara Hills,40.0
351055,Kestopur,Kolkata,Thali Ghar,300.0,2.9,80,Thalis,Lake Town,94.0
351183,Indiranagar,Bangalore,Responsible Biryani,450.0,11.100036554544262,50,"Biryani,North Indian,Mughlai,Tandoor,Kebabs",Hal 2Nd Stage,55.0
351193,Hakimpet,Hyderabad,Haleem House,,3.9,100,"North Indian,Chinese,Biryani",Tolichowki,64.0
351222,Rohini,Delhi,Biryani Chaska,250.0,-0.8459803284477023,80,"Italian,Chinese,Indian,Biryani,Snacks",Rohini,47.0
351532,Shankarapura,Bangalore,Punjabi Bowl,300.0,2.9,80,"Home Food,North Indian,Thalis,Beverages,Chinese,Healthy Food,Indian,Combo,Punjabi",Basavanagudi,53.0
351574,Entally,Kolkata,Chill Station,300.0,3.1,20,"Ice Cream,Pizzas,Beverages,Fast Food",Central Kolkata,47.0
351861,Kasba,Kolkata,Taste And Aroma,500.0,2.9,80,,Ruby Area,
351912,New Alipore,Kolkata,Credo Fashion Cafe,400.0,2.9,80,Beverages,Alipore,82.0
352022,Ameerpet,Hyderabad,Surprise India - Online Cake Delivery,200.0,3.7,20,Bakery,Ameerpet,
352270,Cossipore,Kolkata,Cake Walas,250.0,2.9,80,Bakery  Indian  Combo  Desserts,Dum Dum,82.0
352355,Kilpauk,Chennai,Pastry Maniaa,200.0,4.7,100,"Desserts,Pizzas,Pastas,Continental,Bakery",Annanagar,59.0
352508,Ashok Nagar,Bangalore,Itc Hotels- Nutmeg The Cake Shop,,,80,Desserts,Central Bangalore,49.0
352528,Tangra,Delhii,Fung Fa,900.0,2.9,80,"Chinese,Indian,Fast Food",Tangra,76.0
352601,Gopipura,Surat,Kekiz The Cake Shop,400.0,2.9,80,"Bakery,Desserts",Athwa,38.0
352646,Kilpauk,Chennai,Dindigul Kulambu Kadai,450.0,4.1,100,"Chettinad,South Indian",Annanagar,51.0
352648,Kilpauk,Chennai,Fish N You,450.0,,100,Seafood,Annanagar,54.0
352683,Rohini,Delhi,Rhythm Room,300.0,2.9,80,"Continental,Beverages,Chinese",Rohini,44.0
352684,Banjara Hills,Hyderabad,Mendy'S Burger,500.0,2.9,80,"Continental,Beverages",Banjara Hills,68.0
352721,Powai,Mumbai,Chef'S Hat,500.0,2.9,80,Indian  Punjabi  North Indian  Mughlai  Seafood,Powai,59.0
352725,Paldi,Ahmedabad,Chai G,200.0,3.3,20,"Beverages,Fast Food,Snacks",Paldi & Ambawadi,30.0
352834,Bidhannagar,Kolkata,Container Kebab By Baba Rafi,550.0,2.9,80,"Indian,Kebabs,Fast Food,Beverages",Salt Lake,
352836,Indiranagar,Bangalore,Kanpur Ki Kachauri,275.0,,50,"North Indian,Combo",Indiranagar,63.0
352897,Padmarao Nagar,Hyderabad,Pkp - Pidata Kinda Pappu,150.0,2.9,80,Snacks  Indian,Nallakunta & Vidyanagar,62.0
352917,Rohini,Delhi,Desi Cafe,300.0,,80,Indian,Rohini,51.0
353121,Arumbakkam,Chennai,Square Ruth,400.0,4.3,100,"American,Mexican,Pastas",Arumbakkam,69.0
353212,Kilpauk,Chennai,Chinese Panda,450.0,3.7,20,"Chinese,Fast Food",Annanagar,55.0
353218,Kalyani Nagar,Pune,Mughal Sarai,200.0,2.9,80,Indian,Kalyani Nagar,67.0
353243,Kalyani Nagar,Pune,Dum Laga Ke Biryani,,2.9,80,,Kalyani Nagar,
353278,Feelkhana,Hyderabad,Hotel Rajdhani,500.0,3.8,20,,Himayath Nagar,39.0
353366,Sampangi Rama Nagar,Bangalore,Ka01,400.0,2.9,80,North Indian,Raja Ram Mohan Roy Rd,34.0
353368,Thousand Lights,Chennai,Paratha Bros By Ibis,400.0,4.3,100,North Indian,Anna Sailai,57.0
353383,Rohini,Delhi,Madhu'S Kitchen,200.0,4.0,20,"North Indian,Indian",Rohini,47.0
353433,Mota Varachha,Surat,Cracked Egg,,2.9,80,Indian,Mota Varachha,65.0
353529,Narayan Peth,Pune,The Sea Secret,,2.9,80,"Indian,Chinese",Shivaji Nagar,50.0
353591,Banjara Hills,Hyderabad,Mandi @36,1000.0,4.1,500,"Arabian,Continental,Haleem",Banjara Hills,56.0
353702,Kurla,Mumbai,Samrat Hotel,,4.0,500,"Chinese,Indian,Mughlai",Kurla,38.0
353709,Navrangpura,Ahmedabad,Marky Momos,300.0,4.1,100,"Chinese,Combo,Thalis,Biryani,Italian,American,Mongolian",Navrangpura,40.0
353712,Kurla West,Mumbai,K-70 Food Hub,,3.8,50,"Mughlai,Chinese,Tandoor",Kurla,39.0
353739,Beniapukur,Kolkata,Jugal'S,300.0,4.3,100,$$$,Central Kolkata,44.0
353754,Dum Dum,Kolkata,Foodjet,300.0,4.3,100,,Dumdum,75.0
353783,Gariahat,Kolkata,Cafe Koffee Kotha - Quick Bites & Continental,,,80,$$$,South Kolkata,74.0
353871,Tondiarpet,Delhii,Daily Fresh Ice Creams,100.0,2.9,80,Ice Cream,Royapuram,70.0
353897,Pulikeshi Nagar,Bangalore,Kc Das Sweet Bite,100.0,,100,"Bengali,Snacks,Sweets",Frazer Town,45.0
353915,Toli Chowki,Hyderabad,Bakewell Cake House,100.0,3.1206848957862796,100,"Bakery,Fast Food,Pizzas,Sweets",Tolichowki,66.0
353967,Egmore,Chennai,Platez,100.0,2.9,80,"Indian,Continental",Egmore,48.0
354020,Ambawadi,Ahmedabad,Sandwich N Shakes,100.0,,20,"Continental,Beverages",Vastrapur,47.0
354264,Rohini,Delhi,The Waffle Co,300.0,4.3,50,"Desserts,Beverages",Rohini,54.0
354371,Bidhannagar,Kolkata,Snack N Go,,2.9,80,"Snacks,Beverages,Desserts",Salt Lake,58.0
354480,Bandra East,Mumbai,Ravi Juice Center,150.0,2.9,80,Indian,Scruz Bandra East,44.0
354531,Ashok Nagar,Bangalore,Burger Seigneur,1200.0,,100,"American,Beverages",Central Bangalore,34.0
354536,Basheer Bagh,Hyderabad,Shahi Zaiqa,750.0,4.2,50,Biryani  North Indian  Chinese,Himayath Nagar,35.0
354562,Aundh,Pune,Billy'S Brewstirs,1000.0,2.9,80,"Indian,American,Continental",Aundh,
354620,Sinthee,Kolkata,Calcutta Cabin,200.0,3.7,50,Bengali,Dumdum,78.0
354629,Rohini,Delhi,Box8 - Desi Meals,250.0,4.0,500,"North Indian,Biryani,Combo,Snacks",Rohini,38.0
354630,Rohini,Delhi,Itminaan Biryani - Dum Pukht,250.0,4.0,50,"North Indian,Biryani,Combo,Snacks",Rohini,46.0
354631,Rohini,Delhi,Mealful Rolls - Meals In A Roll,250.0,4.1,50,"North Indian,Biryani,Combo,Snacks",Rohini,46.0
354632,Rohini,Delhi,Leancrust Pizza - Thincrust Experts,350.0,4.2,50,"Pizzas,Italian",Rohini,45.0
354639,Kothrud,Pune,Pind Da Swad,300.0,4.2,50,,Kothrud,70.0
354672,Banjara Hills,Hyderabad,Udupi Dosa House,100.0,4.2,100,South Indian,Banjara Hills,57.0
354704,Powai,Mumbai,Babu Moshai - The Bong Foodie,,3.3,50,"Bengali,Kebabs,Mughlai,Biryani,North Indian,Fast Food,Beverages,Indian",Powai,47.0
